,titulo,descricao_do_recurso,tipo_de_recurso
150, Galileo Galilei: Uma nova física e o mundo contemporâneo - Parte II, Cleber Brasil está na Rádio Atrito <VIRGULA> que funciona na escola onde estuda e conversa <VIRGULA> animadamente <VIRGULA> com o técnico de som a respeito do que um GPS (Global Position Sisten) é capaz de fazer para situar a posição de um corpo sobre a superfície da Terra. Nesse contexto o Professor Galileo Lattes (avatar do autor) entra na conversa e conduz a discussão para a antiguidade <VIRGULA> considerando aspectos do Geocentrismo com as visões de Aristóteles e Claudio Ptolomeu. Aspectos ligados ao desenvolvimento do pensamento científico e tecnológico avançam e vão encontrar Nicolau Copérnico e Galileo Galilei no Renascimento <VIRGULA> cientistas que defenderam a concepção Heliocêntrica. Através de um ‘Túnel do Tempo’ esses e outros cientistas como Isaac Newton são visitados e dialogam com o Professor Galileo Lattes. Ao final o assunto retorna ao GPS <VIRGULA> como fruto de um desenvolvimento científico e tecnológico milenar!, Áudio
151, A óptica e a reflexão da luz, Desenvolver habilidades para relacionar aspectos do entorno social à fenomenologia da Física <VIRGULA> vencendo expectativas meramente propedêuticas; desenvolver capacidade para delinear o contorno de problemas e buscar <VIRGULA> por via investigativa <VIRGULA> suas possíveis soluções; elaborar intelectualmente a modelagem do conhecimento <VIRGULA> ou sua produção <VIRGULA> à medida que ao serem apresentados problemas <VIRGULA> de forma contextualizada <VIRGULA> o usuário é convidado/desafiado a resolvê-los; oportunizar uma maior abrangência dos aspectos tecnológicos relacionados ao desenvolvimento da Física <VIRGULA> sem perder de vista sua historicidade, Vídeo
152, Eletromagnetismo: Entre imãs e fios, Desenvolver habilidades para relacionar aspectos do entorno social à fenomenologia da Física <VIRGULA> vencendo expectativas meramente propedêuticas; desenvolver capacidade para delinear o contorno de problemas e buscar <VIRGULA> por via investigativa <VIRGULA> suas possíveis soluções; elaborar intelectualmente a modelagem do conhecimento <VIRGULA> ou sua produção <VIRGULA> à medida que ao serem apresentados problemas <VIRGULA> de forma contextualizada <VIRGULA> o usuário é convidado/desafiado a resolvê-los; oportunizar uma maior abrangência dos aspectos tecnológicos relacionados ao desenvolvimento da Física <VIRGULA> sem perder de vista sua historicidade, Vídeo
153, Física e tecnologia do eletromagnetismo, Este objeto educacional (OE) é unidade independente de um conjunto de mídias digitais para a educação que fazem parte da obra ‘FÍSICA VIVENCIAL: UMA AVENTURA DO CONHECIMENTO’ cujo acesso pode ser feito através do endereço: www.fisicavivencial.pro.br. Neste ambiente dedicado à gestão da informação relacionada aos objetos educacionais da referida obra <VIRGULA> o usuário poderá se utilizar da ferramenta ‘CONSTRUCTOR© <VIRGULA> para compor variadas possibilidades pedagógicas e de estudos (autodidáticos) <VIRGULA> utilizando as mídias digitais disponíveis <VIRGULA> como a Plataforma Digital Complexmedia (Software [SF] e Experimentos Educacionais [EE]) e programas de áudio (WEBRD) <VIRGULA> também disponíveis neste Banco internacional de Objetos Educacionais <VIRGULA> ou acessados através do endereço www.fisicavivencial.pro.br. Informações detalhadas e complementares poderão ser encontradas no Guia Pedagógico (GP) que é encaminhado com este objeto educacional, Vídeo
154, Analogia elétrico-hidráulica 3 - Em paralelo, A imagem apresenta uma analogia entre um circuito hidráulico e um circuito elétrico. O primeiro tem dois moinhos ligados em paralelo e o segundo duas lâmpadas associadas do mesmo modo. No caso do circuito hidráulico <VIRGULA> a energia hidráulica transformada em outras formas de energia por cada moinho dependerá da diferença de potencial entre os reservatórios <VIRGULA> que é a mesma para os dois moinhos. No circuito elétrico <VIRGULA> a energia elétrica transformada em calor e luz de cada lâmpada dependerá da diferença de potencial elétrico entre os terminais de cada lâmpada <VIRGULA> que é a mesma para as duas lâmpadas, Imagem
155, Hélio Jaguaribe [Memória política], Apresenta o documentário \Aceleração da história\ <VIRGULA> sobre o cientista social Hélio Jaguaribe. Nesse vídeo Hélio fala sobre o futuro do Brasil <VIRGULA> a herança dos latifúndios e o plano de metas do presidente Juscelino Kubitschek. Ele comenta o que levou ao golpe militar <VIRGULA> a sua perseguição durante o regime e seu exílo nos Estados Unidos. Ele conta como fundou o Partido da Social Democracia Brasileira com Fernando Henrique Cardoso. Ele declara sua opinião sobre o presidente Collor <VIRGULA> sobre sua decisão de permanecer no ministério <VIRGULA> sobre o governo de Fernando Henrique Cardoso e de Lula, Vídeo
156, Estatística das letras<VIRGULA> palavras e períodos, Com o advento da internet <VIRGULA> o avanço da ciência e a interação entre povos de línguas diferentes <VIRGULA> mais e mais dados são gerados em forma de texto. Extrair informações relevantes e identificar padrões nesta massa de dados constituem desafios tecnológicos atuais. Problemas desta natureza são estudados em campos de pesquisa como mineração de texto (text mining) e linguística computacional. Neste contexto <VIRGULA> a estatística se estabelece como uma ferramenta fundamental e indispensável. Nesta atividade <VIRGULA> você poderá experimentar o uso de conceitos básicos de estatística na análise de sequências de caracteres (a “ponta do iceberg” das técnicas e ideias que são empregadas). O primeiro aplicativo conta o número de letras <VIRGULA> dígitos <VIRGULA> acentos <VIRGULA> sinais de pontuação <VIRGULA> palavras e períodos de um texto (que pode estar em português <VIRGULA> inglês <VIRGULA> espanhol <VIRGULA> francês ou alemão). Ele também calcula o número de letras por palavra e o número de palavras por período (apresentando média <VIRGULA> mediana <VIRGULA> moda <VIRGULA> variância e desvio padrão destas variáveis quantitativas) <VIRGULA> os períodos mais longos <VIRGULA> os períodos mais curtos <VIRGULA> as palavras mais longas e as palavras mais curtas. O segundo aplicativo apresenta um recurso gráfico (usado principalmente na internet) para descrever os termos mais frequentes de um determinado texto. O tamanho da fonte em que a palavra é apresentada é uma função da frequência da palavra no texto: palavras mais frequentes são desenhadas em fontes de tamanho maior <VIRGULA> palavras menos frequentes são desenhadas em fontes de tamanho menor, Animação/simulação
157, Cidades sustentáveis [Sala de convidados], Apresenta o programa sala de convidados com a discussão sobre como tornar o dia a dia mais sustentável na utilização dos recursos de modo que não prejudique a vida no planeta. Mostra a definição e atitudes que contribuem com a sustentabilidade. Retrata o quanto nas cidades os hábitos de consumo incorretos são os vilões da gestão ambiental. Traz a importância de não só informar <VIRGULA> mas abrir o diálogo entre cidadãos e poder público para melhor gestão ambiental nas cidades. Trata da importância do governo investir nas tecnologias econômicas.Lembra da responsabilidade de cada cidadão <VIRGULA> em seus deveres em que cada um deve fazer sua parte na sustentabilidade, Vídeo
158, Sinterização por microondas, A realização dos projetos em nanotecnologia pelo Centro Multidisciplinar para o Desenvolvimento de Materiais Cerâmicos (CMDMC) e pelo Instituto Nacional de Ciência e Tecnologia dos Materiais em Nanotecnologia (INCTMN) envolve o apoio das seguintes instituições: Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP) <VIRGULA> Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) <VIRGULA> Universidade Estadual Paulista Júlio Mesquita Filho (Unesp) <VIRGULA> Universidade de São Paulo (USP) <VIRGULA> Universidade Federal de São Carlos (UFSCar) <VIRGULA> Instituto de Pesquisas Energéticas e Nucleares (IPEN) e Laboratório Interdisciplinar de Eletroquímica e Cerâmica (LIEC). Os projetos contam ainda com colaboradores de várias universidades e institutos de pesquisa <VIRGULA> do Brasil e do exterior. Os resultados destes trabalhos contribuíram com um aumento no índice de publicações internacionais de artigos científicos pelo Brasil, Vídeo
159, Central geotérmica, A imagem apresenta a estrutura de uma central geotérmica <VIRGULA> um tipo de central elétrica que utiliza o calor que provém do interior da Terra para gerar energia elétrica. Neste processo <VIRGULA> os reservatórios geotérmicos <VIRGULA> geralmente constituídos de água e vapor <VIRGULA> são drenados até a superfície por meio de tubos e canos apropriados. Através desses tubos o vapor é conduzido até a central elétrica geotérmica <VIRGULA> onde faz girar as lâminas de uma turbina. A energia mecânica produzida pelo movimento da turbina é então transformada em energia elétrica através de um gerador <VIRGULA> podendo então ser distribuída, Imagem
160, Estação de tratamento de águas residuárias - Leito de secagem de lodo, A imagem apresenta o leito de secagem de lodos de uma estação de tratamento de esgotos. Os leitos de secagem são unidades de tratamento <VIRGULA> geralmente projetadas e construídas em forma de tanques retangulares <VIRGULA> que têm por objetivo desidratar <VIRGULA> por meios naturais <VIRGULA> os lodos primários e secundários digeridos. A secagem natural do lodo resulta em um produto com baixo teor de água <VIRGULA> o que facilita sua remoção e transporte <VIRGULA> além de possível ausência de patogênicos <VIRGULA> acarretada pela exposição ao sol. Dessa maneira <VIRGULA> tais lodos podem ser utilizados <VIRGULA> seletivamente <VIRGULA> na agricultura ou ainda em aterros sanitários, Imagem
161, A viagem de Kemi - A história da química contada por suas descobertas - Viagem no tempo, A história da química pode ser contada através de descobertas que contribuíram para o surgimento dessa nova ciência. Nessa caminhada <VIRGULA> a descoberta do fogo tem papel fundamental. Os egípcios desenvolveram técnicas de mumificação e também manipularam diversas substâncias que deram origem a vários medicamentos e formulações. Também não podemos esquecer os Alquimistas. É com eles que surgem os primeiros estudos sobre Transmutação. Muitas das suas descobertas serviram para o desenvolvimento de muitos produtos que usamos hoje em dia <VIRGULA> como <VIRGULA> por exemplo <VIRGULA> a potassa usada na fabricação do sabão <VIRGULA> o fósforo que deu origem a possibilidade de usarmos a combustão controlada <VIRGULA> as ligas metálicas <VIRGULA> dentre outros, Animação/simulação
162, Almanaque Sonoro de Química - Substâncias Psicotrópicas - Parte 3, Conceituar proteína e reconhecer a sua importância para o organismo. Descrever sobre as diferentes funções das proteínas. Definir proteína G. Compreender o significado de transdução de sinais. Compreender o significado de chaves moleculares. dentificar a ação da serotonina no sistema nervoso central. Destacar limentos ricos em proteínas. Compreender a forma pela qual as drogas ecstasy e LSD interferem na ação da serotonina. Associar a atuação da serotonina aos aspectos da depressão. Identificar conceito e efeitos das beta-endorfinas. Refletir sobre as consequências do uso de drogas – GHB – GBL– anfetaminas, Áudio
163, A física e o cotidiano: Ondas, A mídia aborda as Ondas <VIRGULA> partindo de duas etapas inter-relacionadas: Ondas e Ondas eletromagnéticas. Uma rápida apresentação do conceito Ondas é feita no primeiro episódio. Momento em que classifica os movimentos ondulatórios em suas diversificações (ondas do mar <VIRGULA> sonoras <VIRGULA> luminosas). Desta forma são apresentadas as relações entre os movimentos ondulatórios e o cotidiano <VIRGULA> bem como a propagação das ondas <VIRGULA> ondas latitudinais e transversais <VIRGULA> sempre dando destaque a sua relação com o cotidiano. O segundo episódio concentra-se nas ondas eletromagnéticas <VIRGULA> bem como os conceitos de freqüências <VIRGULA> oscilações e comprimentos <VIRGULA> destacando sua relação com as atividades cotidianas. O assunto é explorado a partir de uma reunião de um grupo de adolescentes no retorno da escola, Vídeo
